venue,innings,batting_team,bowling_team,batsmen,bowlers,y_actual
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,"S Dhawan,SP Goswami","N Rana,M Prasidh Krishna,AD Russell,SP Narine,PP Chawla",60
Rajiv Gandhi International Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,"CA Lynn,SP Narine,RV Uthappa","B Kumar,Sandeep Sharma,S Kaul,Shakib Al Hasan",66
Arun Jaitley Stadium,1,Delhi Daredevils,Mumbai Indians,"PP Shaw,GJ Maxwell,SS Iyer,RR Pant","KH Pandya,JJ Bumrah,HH Pandya,Mustafizur Rahman",46
Arun Jaitley Stadium,2,Mumbai Indians,Delhi Daredevils,"SA Yadav,E Lewis,Ishan Kishan","S Lamichhane,TA Boult,GJ Maxwell,HV Patel,LE Plunkett",57
Maharashtra Cricket Association Stadium,1,Kings XI Punjab,Chennai Super Kings,"KL Rahul,CH Gayle,AJ Finch,MK Tiwary,DA Miller","DL Chahar,L Ngidi",29
Maharashtra Cricket Association Stadium,2,Chennai Super Kings,Kings XI Punjab,"AT Rayudu,F du Plessis,SK Raina,SW Billings,Harbhajan Singh","AS Rajpoot,MM Sharma,AJ Tye",33
Wankhede Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,"S Dhawan,KS Williamson,SP Goswami,MK Pandey,Shakib Al Hasan","DL Chahar,L Ngidi,SN Thakur",47
Wankhede Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,"SR Watson,SK Raina,F du Plessis,AT Rayudu,MS Dhoni","B Kumar,Sandeep Sharma,S Kaul",33
Eden Gardens,1,Kolkata Knight Riders,Rajasthan Royals,"SP Narine,RV Uthappa,CA Lynn,N Rana,KD Karthik","K Gowtham,JC Archer,JD Unadkat",46
Eden Gardens,2,Rajasthan Royals,Kolkata Knight Riders,"AM Rahane,RA Tripathi,SV Samson","AD Russell,M Prasidh Krishna,PP Chawla,SP Narine",51
Eden Gardens,1,Sunrisers Hyderabad,Kolkata Knight Riders,"WP Saha,S Dhawan","Shivam Mavi,M Prasidh Krishna,AD Russell,SP Narine",45
Eden Gardens,2,Kolkata Knight Riders,Sunrisers Hyderabad,"CA Lynn,SP Narine,N Rana","B Kumar,KK Ahmed,S Kaul",67
Wankhede Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,"SP Goswami,S Dhawan,KS Williamson","DL Chahar,L Ngidi,SN Thakur",42
Wankhede Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,"SR Watson,F du Plessis,SK Raina","B Kumar,Sandeep Sharma",35
Arun Jaitley Stadium,1,Mumbai Indians,Delhi Capitals,"RG Sharma,Q de Kock","I Sharma,K Rabada,CH Morris,KMA Paul",57
Arun Jaitley Stadium,2,Delhi Capitals,Mumbai Indians,"PP Shaw,S Dhawan","HH Pandya,RD Chahar,SL Malinga,J Yadav,JJ Bumrah",48
Eden Gardens,1,Royal Challengers Bangalore,Kolkata Knight Riders,"PA Patel,V Kohli,AD Nath","HF Gurney,SP Narine,M Prasidh Krishna",42
Eden Gardens,2,Kolkata Knight Riders,Royal Challengers Bangalore,"CA Lynn,SP Narine,Shubman Gill,RV Uthappa,N Rana","DW Steyn,NA Saini,Mohammed Siraj",37
Sawai Mansingh Stadium,1,Mumbai Indians,Rajasthan Royals,"Q de Kock,RG Sharma,SA Yadav","STR Binny,DS Kulkarni,S Gopal,JC Archer,JD Unadkat",46
Sawai Mansingh Stadium,2,Rajasthan Royals,Mumbai Indians,"AM Rahane,SV Samson,SPD Smith","HH Pandya,KH Pandya,SL Malinga,RD Chahar,JJ Bumrah",60
Arun Jaitley Stadium,1,Kings XI Punjab,Delhi Capitals,"KL Rahul,CH Gayle,MA Agarwal,DA Miller","I Sharma,S Lamichhane,K Rabada",50
Arun Jaitley Stadium,2,Delhi Capitals,Kings XI Punjab,"PP Shaw,S Dhawan,SS Iyer","Mohammed Shami,SM Curran,GC Viljoen,Harpreet Brar,R Ashwin",60
Rajiv Gandhi International Stadium,1,Kolkata Knight Riders,Sunrisers Hyderabad,"CA Lynn,SP Narine,Shubman Gill,N Rana","B Kumar,S Nadeem,KK Ahmed,Sandeep Sharma",61
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Kolkata Knight Riders,"DA Warner,JM Bairstow","HF Gurney,Y Prithvi Raj,PP Chawla,SP Narine,KC Cariappa",72
M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,"PA Patel,V Kohli,AB de Villiers","DL Chahar,SN Thakur",49
M.Chinnaswamy Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,"SR Watson,F du Plessis,SK Raina,AT Rayudu,KM Jadhav","DW Steyn,NA Saini,UT Yadav",32
Sawai Mansingh Stadium,1,Rajasthan Royals,Delhi Capitals,"AM Rahane,SPD Smith","I Sharma,K Rabada,AR Patel",52
Sawai Mansingh Stadium,2,Delhi Capitals,Rajasthan Royals,"PP Shaw,S Dhawan","STR Binny,DS Kulkarni,JD Unadkat,S Gopal,JC Archer",59
MA Chidambaram Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,"DA Warner,JM Bairstow,MK Pandey","DL Chahar,Harbhajan Singh",54
MA Chidambaram Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,"SR Watson,F du Plessis,SK Raina","B Kumar,KK Ahmed,Shakib Al Hasan,Sandeep Sharma",49
M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,"PA Patel,V Kohli,AB de Villiers","AS Rajpoot,Mohammed Shami",70
M.Chinnaswamy Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,"KL Rahul,CH Gayle,MA Agarwal","TG Southee,UT Yadav,NA Saini,YS Chahal",68
Eden Gardens,1,Kolkata Knight Riders,Rajasthan Royals,"CA Lynn,N Rana,Shubman Gill,KD Karthik","VR Aaron,O Thomas,JC Archer",32
Eden Gardens,2,Rajasthan Royals,Kolkata Knight Riders,"AM Rahane,SV Samson,SPD Smith","CR Brathwaite,M Prasidh Krishna,AD Russell,SP Narine,Y Prithvi Raj",55
MA Chidambaram Stadium,1,Mumbai Indians,Chennai Super Kings,"RG Sharma,Q de Kock,E Lewis","DL Chahar,Harbhajan Singh",45
MA Chidambaram Stadium,2,Chennai Super Kings,Mumbai Indians,"M Vijay,SR Watson,SK Raina,AT Rayudu,KM Jadhav","SL Malinga,KH Pandya,HH Pandya,JJ Bumrah",40
Sawai Mansingh Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,"DA Warner,KS Williamson,MK Pandey","VR Aaron,O Thomas,S Gopal,JD Unadkat",51
Sawai Mansingh Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,"AM Rahane,LS Livingstone","B Kumar,Shakib Al Hasan,Rashid Khan,KK Ahmed,S Kaul",60
Arun Jaitley Stadium,1,Delhi Capitals,Royal Challengers Bangalore,"PP Shaw,S Dhawan,SS Iyer","UT Yadav,Washington Sundar,YS Chahal,NA Saini",59
Arun Jaitley Stadium,2,Royal Challengers Bangalore,Delhi Capitals,"PA Patel,V Kohli","I Sharma,AR Patel,S Lamichhane,K Rabada",64
Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,"Shubman Gill,CA Lynn","BB Sran,KH Pandya,SL Malinga,JJ Bumrah",50
Eden Gardens,2,Mumbai Indians,Kolkata Knight Riders,"Q de Kock,RG Sharma,E Lewis,SA Yadav","S Sandeep Warrier,SP Narine,HF Gurney",41
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Kings XI Punjab,"DA Warner,WP Saha","Arshdeep Singh,Mujeeb Ur Rahman,Mohammed Shami,R Ashwin",77
Rajiv Gandhi International Stadium,2,Kings XI Punjab,Sunrisers Hyderabad,"KL Rahul,CH Gayle,MA Agarwal","KK Ahmed,B Kumar,Sandeep Sharma,Rashid Khan",44
M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,"V Kohli,AB de Villiers,MP Stoinis,H Klaasen,Gurkeerat Singh,PA Patel,P Negi","VR Aaron,S Gopal,R Parag,JD Unadkat,O Thomas",62
M.Chinnaswamy Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,"SV Samson,LS Livingstone","UT Yadav,NA Saini,K Khejroliya,YS Chahal",41
MA Chidambaram Stadium,1,Chennai Super Kings,Delhi Capitals,"F du Plessis,SR Watson,SK Raina","TA Boult,J Suchith,CH Morris,AR Patel",27
MA Chidambaram Stadium,2,Delhi Capitals,Chennai Super Kings,"PP Shaw,SS Iyer,S Dhawan,RR Pant","DL Chahar,Harbhajan Singh",59
Wankhede Stadium,1,Mumbai Indians,Sunrisers Hyderabad,"RG Sharma,Q de Kock,SA Yadav","B Kumar,KK Ahmed,Mohammad Nabi,Rashid Khan",44
Wankhede Stadium,2,Sunrisers Hyderabad,Mumbai Indians,"WP Saha,MJ Guptill,MK Pandey,KS Williamson","BB Sran,SL Malinga,JJ Bumrah",59
Punjab Cricket Association IS Bindra Stadium,1,Kings XI Punjab,Kolkata Knight Riders,"CH Gayle,KL Rahul,MA Agarwal,N Pooran","S Sandeep Warrier,HF Gurney,SP Narine",41
Punjab Cricket Association IS Bindra Stadium,2,Kolkata Knight Riders,Kings XI Punjab,"Shubman Gill,CA Lynn","Mohammed Shami,Arshdeep Singh,R Ashwin,AJ Tye",62
Arun Jaitley Stadium,1,Rajasthan Royals,Delhi Capitals,"AM Rahane,LS Livingstone,SV Samson,MK Lomror,S Gopal,R Parag","TA Boult,I Sharma,AR Patel",30
Arun Jaitley Stadium,2,Delhi Capitals,Rajasthan Royals,"PP Shaw,S Dhawan,RR Pant,SS Iyer","K Gowtham,VR Aaron,O Thomas,IS Sodhi,S Gopal",46
M.Chinnaswamy Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,"WP Saha,MJ Guptill,MK Pandey","UT Yadav,NA Saini,YS Chahal",52
M.Chinnaswamy Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,"PA Patel,V Kohli,AB de Villiers,SO Hetmyer,Gurkeerat Singh","B Kumar,KK Ahmed,Rashid Khan",49
Punjab Cricket Association IS Bindra Stadium,1,Chennai Super Kings,Kings XI Punjab,"F du Plessis,SR Watson,SK Raina","Harpreet Brar,Mohammed Shami,SM Curran,R Ashwin",42
Punjab Cricket Association IS Bindra Stadium,2,Kings XI Punjab,Chennai Super Kings,"KL Rahul,CH Gayle","DL Chahar,Harbhajan Singh,DJ Bravo",68
Wankhede Stadium,1,Kolkata Knight Riders,Mumbai Indians,"Shubman Gill,CA Lynn","MJ McClenaghan,KH Pandya,SL Malinga,JJ Bumrah,RD Chahar",49
Wankhede Stadium,2,Mumbai Indians,Kolkata Knight Riders,"Q de Kock,RG Sharma","S Sandeep Warrier,HF Gurney,AD Russell,SP Narine",46
MA Chidambaram Stadium,1,Chennai Super Kings,Mumbai Indians,"F du Plessis,SR Watson,SK Raina,M Vijay","SL Malinga,KH Pandya,RD Chahar,J Yadav,JJ Bumrah",32
MA Chidambaram Stadium,2,Mumbai Indians,Chennai Super Kings,"RG Sharma,SA Yadav,Q de Kock,Ishan Kishan","DL Chahar,Harbhajan Singh",44
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Delhi Capitals,"WP Saha,MJ Guptill,MK Pandey","TA Boult,I Sharma,AR Patel",54
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Delhi Capitals,Sunrisers Hyderabad,"PP Shaw,S Dhawan","B Kumar,Mohammad Nabi,KK Ahmed,Rashid Khan",55
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Delhi Capitals,Chennai Super Kings,"PP Shaw,S Dhawan,C Munro,SS Iyer","DL Chahar,SN Thakur,Harbhajan Singh",41
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Chennai Super Kings,Delhi Capitals,"F du Plessis,SR Watson","TA Boult,I Sharma,AR Patel",42
Rajiv Gandhi International Stadium,1,Mumbai Indians,Chennai Super Kings,"Q de Kock,RG Sharma,SA Yadav,Ishan Kishan","DL Chahar,SN Thakur,Harbhajan Singh",45
Rajiv Gandhi International Stadium,2,Chennai Super Kings,Mumbai Indians,"F du Plessis,SR Watson,SK Raina","MJ McClenaghan,KH Pandya,SL Malinga,JJ Bumrah",53
Sheikh Zayed Stadium,1,Mumbai Indians,Chennai Super Kings,"RG Sharma,Q de Kock,SA Yadav,SS Tiwary","DL Chahar,SM Curran,L Ngidi,PP Chawla",51
Sheikh Zayed Stadium,2,Chennai Super Kings,Mumbai Indians,"M Vijay,SR Watson,F du Plessis,AT Rayudu","TA Boult,JL Pattinson,JJ Bumrah",37
Dubai International Cricket Stadium,1,Delhi Capitals,Kings XI Punjab,"PP Shaw,S Dhawan,SO Hetmyer,SS Iyer,RR Pant","SS Cottrell,Mohammed Shami,CJ Jordan",23
Dubai International Cricket Stadium,2,Kings XI Punjab,Delhi Capitals,"KL Rahul,MA Agarwal,KK Nair,N Pooran","A Nortje,MM Sharma,K Rabada,R Ashwin",35
Dubai International Cricket Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,"D Padikkal,AJ Finch","B Kumar,Sandeep Sharma,T Natarajan,MR Marsh,V Shankar",53
Dubai International Cricket Stadium,2,Sunrisers Hyderabad,Royal Challengers Bangalore,"DA Warner,JM Bairstow,MK Pandey","DW Steyn,UT Yadav,NA Saini",48
Sharjah Cricket Stadium,1,Rajasthan Royals,Chennai Super Kings,"YBK Jaiswal,SPD Smith,SV Samson","DL Chahar,SM Curran,L Ngidi",54
Sharjah Cricket Stadium,2,Chennai Super Kings,Rajasthan Royals,"M Vijay,SR Watson","JD Unadkat,JC Archer,S Gopal,TK Curran",53
Sheikh Zayed Stadium,1,Mumbai Indians,Kolkata Knight Riders,"Q de Kock,RG Sharma,SA Yadav","S Sandeep Warrier,Shivam Mavi,PJ Cummins,SP Narine",59
Sheikh Zayed Stadium,2,Kolkata Knight Riders,Mumbai Indians,"Shubman Gill,SP Narine,KD Karthik,N Rana","TA Boult,JL Pattinson,JJ Bumrah,RD Chahar",33
Dubai International Cricket Stadium,1,Delhi Capitals,Chennai Super Kings,"PP Shaw,S Dhawan","DL Chahar,SM Curran,JR Hazlewood",36
Dubai International Cricket Stadium,2,Chennai Super Kings,Delhi Capitals,"M Vijay,SR Watson,F du Plessis","K Rabada,AR Patel,A Nortje,Avesh Khan",34
Dubai International Cricket Stadium,1,Kings XI Punjab,Royal Challengers Bangalore,"KL Rahul,MA Agarwal","UT Yadav,DW Steyn,NA Saini",50
Dubai International Cricket Stadium,2,Royal Challengers Bangalore,Kings XI Punjab,"D Padikkal,AJ Finch,JR Philippe,V Kohli,AB de Villiers","SS Cottrell,Mohammed Shami,Ravi Bishnoi",40
Sheikh Zayed Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,"DA Warner,JM Bairstow,MK Pandey","SP Narine,PJ Cummins,Shivam Mavi",40
Sheikh Zayed Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,"Shubman Gill,SP Narine,N Rana,KD Karthik","B Kumar,KK Ahmed,T Natarajan",52
Sharjah Cricket Stadium,1,Kings XI Punjab,Rajasthan Royals,"KL Rahul,MA Agarwal","JD Unadkat,AS Rajpoot,JC Archer",60
Sharjah Cricket Stadium,2,Rajasthan Royals,Kings XI Punjab,"JC Buttler,SPD Smith,SV Samson","SS Cottrell,Mohammed Shami,Ravi Bishnoi,JDS Neesham",69
Dubai International Cricket Stadium,1,Kolkata Knight Riders,Rajasthan Royals,"Shubman Gill,SP Narine,N Rana","JC Archer,AS Rajpoot,JD Unadkat,TK Curran",42
Dubai International Cricket Stadium,2,Rajasthan Royals,Kolkata Knight Riders,"JC Buttler,SPD Smith,SV Samson,RV Uthappa","SP Narine,PJ Cummins,Shivam Mavi",39
Sheikh Zayed Stadium,1,Sunrisers Hyderabad,Delhi Capitals,"DA Warner,JM Bairstow","I Sharma,K Rabada,A Nortje,MP Stoinis",38
Sheikh Zayed Stadium,2,Delhi Capitals,Sunrisers Hyderabad,"PP Shaw,SS Iyer,S Dhawan","B Kumar,KK Ahmed,T Natarajan",34
Dubai International Cricket Stadium,1,Royal Challengers Bangalore,Mumbai Indians,"D Padikkal,AJ Finch","TA Boult,JL Pattinson,RD Chahar,JJ Bumrah",59
Dubai International Cricket Stadium,2,Mumbai Indians,Royal Challengers Bangalore,"RG Sharma,Q de Kock,SA Yadav,Ishan Kishan","I Udana,Washington Sundar,NA Saini",35
Sheikh Zayed Stadium,1,Mumbai Indians,Kings XI Punjab,"Q de Kock,SA Yadav,RG Sharma,Ishan Kishan","SS Cottrell,Mohammed Shami,Ravi Bishnoi,K Gowtham",41
Sheikh Zayed Stadium,2,Kings XI Punjab,Mumbai Indians,"KL Rahul,MA Agarwal,KK Nair,N Pooran","TA Boult,JL Pattinson,KH Pandya,JJ Bumrah",41
Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,"DA Warner,JM Bairstow,MK Pandey","DL Chahar,SM Curran,SN Thakur",42
Dubai International Cricket Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,"F du Plessis,SR Watson,AT Rayudu,KM Jadhav","B Kumar,KK Ahmed,T Natarajan",36
Sheikh Zayed Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,"JC Buttler,SPD Smith,SV Samson,RV Uthappa,MK Lomror","I Udana,Washington Sundar,NA Saini,YS Chahal",38
Sheikh Zayed Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,"D Padikkal,AJ Finch,V Kohli","JC Archer,JD Unadkat,S Gopal,TK Curran",50
Sharjah Cricket Stadium,1,Delhi Capitals,Kolkata Knight Riders,"PP Shaw,S Dhawan","PJ Cummins,Shivam Mavi,CV Varun,SP Narine",57
Sharjah Cricket Stadium,2,Kolkata Knight Riders,Delhi Capitals,"Shubman Gill,SP Narine,N Rana","K Rabada,A Nortje,R Ashwin,MP Stoinis,HV Patel",59
Dubai International Cricket Stadium,1,Kings XI Punjab,Chennai Super Kings,"KL Rahul,MA Agarwal","DL Chahar,SM Curran,SN Thakur",46
Dubai International Cricket Stadium,2,Chennai Super Kings,Kings XI Punjab,"SR Watson,F du Plessis","SS Cottrell,Mohammed Shami,Harpreet Brar,CJ Jordan",60
Sharjah Cricket Stadium,1,Mumbai Indians,Sunrisers Hyderabad,"RG Sharma,SA Yadav,Q de Kock","Sandeep Sharma,T Natarajan,S Kaul",48
Sharjah Cricket Stadium,2,Sunrisers Hyderabad,Mumbai Indians,"DA Warner,JM Bairstow,MK Pandey","TA Boult,JL Pattinson,KH Pandya,JJ Bumrah",56
Dubai International Cricket Stadium,1,Delhi Capitals,Royal Challengers Bangalore,"PP Shaw,S Dhawan","I Udana,Washington Sundar,NA Saini,YS Chahal",63
Dubai International Cricket Stadium,2,Royal Challengers Bangalore,Delhi Capitals,"D Padikkal,AJ Finch,V Kohli,AB de Villiers","K Rabada,A Nortje,R Ashwin,AR Patel,HV Patel",43
Sheikh Zayed Stadium,1,Mumbai Indians,Rajasthan Royals,"Q de Kock,RG Sharma,SA Yadav","AS Rajpoot,S Gopal,JC Archer,Kartik Tyagi,TK Curran",57
Sheikh Zayed Stadium,2,Rajasthan Royals,Mumbai Indians,"YBK Jaiswal,SPD Smith,JC Buttler,SV Samson,MK Lomror","TA Boult,JJ Bumrah,JL Pattinson",31
Sheikh Zayed Stadium,1,Kolkata Knight Riders,Chennai Super Kings,"RA Tripathi,Shubman Gill,N Rana","DL Chahar,SM Curran,SN Thakur",52
Sheikh Zayed Stadium,2,Chennai Super Kings,Kolkata Knight Riders,"SR Watson,F du Plessis,AT Rayudu","PJ Cummins,Shivam Mavi",54
Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Kings XI Punjab,"DA Warner,JM Bairstow","SS Cottrell,Mujeeb Ur Rahman,Mohammed Shami",58
Dubai International Cricket Stadium,2,Kings XI Punjab,Sunrisers Hyderabad,"KL Rahul,MA Agarwal,P Simran Singh,N Pooran","Sandeep Sharma,KK Ahmed,T Natarajan",45
Sharjah Cricket Stadium,1,Delhi Capitals,Rajasthan Royals,"PP Shaw,S Dhawan,SS Iyer,RR Pant","VR Aaron,JC Archer,Kartik Tyagi,AJ Tye",51
Sharjah Cricket Stadium,2,Rajasthan Royals,Delhi Capitals,"YBK Jaiswal,JC Buttler,SPD Smith","K Rabada,A Nortje,R Ashwin,HV Patel",41
Sheikh Zayed Stadium,1,Kolkata Knight Riders,Kings XI Punjab,"RA Tripathi,Shubman Gill,N Rana,EJG Morgan","Mohammed Shami,Arshdeep Singh,CJ Jordan",25
Sheikh Zayed Stadium,2,Kings XI Punjab,Kolkata Knight Riders,"KL Rahul,MA Agarwal","PJ Cummins,M Prasidh Krishna,KL Nagarkoti",47
Dubai International Cricket Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,"D Padikkal,AJ Finch,V Kohli","DL Chahar,SM Curran,SN Thakur",36
Dubai International Cricket Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,"SR Watson,F du Plessis,AT Rayudu,N Jagadeesan","CH Morris,NA Saini,I Udana,Washington Sundar",26
Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,"DA Warner,JM Bairstow,MK Pandey","JC Archer,S Gopal,Kartik Tyagi,JD Unadkat",26
Dubai International Cricket Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,"BA Stokes,JC Buttler,SPD Smith,RV Uthappa,SV Samson","Sandeep Sharma,KK Ahmed,T Natarajan",36
Sheikh Zayed Stadium,1,Delhi Capitals,Mumbai Indians,"PP Shaw,AM Rahane,S Dhawan,SS Iyer","TA Boult,JL Pattinson,JJ Bumrah,KH Pandya",46
Sheikh Zayed Stadium,2,Mumbai Indians,Delhi Capitals,"RG Sharma,Q de Kock","K Rabada,A Nortje,AR Patel,R Ashwin",44
Sharjah Cricket Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,"AJ Finch,D Padikkal","PJ Cummins,M Prasidh Krishna,AD Russell",47
Sharjah Cricket Stadium,2,Kolkata Knight Riders,Royal Challengers Bangalore,"T Banton,Shubman Gill,N Rana","CH Morris,NA Saini,Mohammed Siraj,Washington Sundar",43
Dubai International Cricket Stadium,1,Chennai Super Kings,Sunrisers Hyderabad,"SM Curran,F du Plessis,SR Watson,AT Rayudu","Sandeep Sharma,KK Ahmed,S Nadeem",44
Dubai International Cricket Stadium,2,Sunrisers Hyderabad,Chennai Super Kings,"DA Warner,JM Bairstow,MK Pandey,KS Williamson","DL Chahar,SM Curran",40
Dubai International Cricket Stadium,1,Delhi Capitals,Rajasthan Royals,"PP Shaw,AM Rahane,S Dhawan,SS Iyer","JC Archer,JD Unadkat,Kartik Tyagi,BA Stokes",47
Dubai International Cricket Stadium,2,Rajasthan Royals,Delhi Capitals,"BA Stokes,JC Buttler,SPD Smith,SV Samson","K Rabada,TU Deshpande,A Nortje,R Ashwin",50
Sharjah Cricket Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,"AJ Finch,D Padikkal,V Kohli","GJ Maxwell,Mohammed Shami,Arshdeep Singh,Ravi Bishnoi",57
Sharjah Cricket Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,"KL Rahul,MA Agarwal","CH Morris,NA Saini,YS Chahal,I Udana",56
Sheikh Zayed Stadium,1,Kolkata Knight Riders,Mumbai Indians,"RA Tripathi,Shubman Gill,N Rana,KD Karthik","TA Boult,NM Coulter-Nile,JJ Bumrah,KH Pandya",33
Sheikh Zayed Stadium,2,Mumbai Indians,Kolkata Knight Riders,"RG Sharma,Q de Kock","CJ Green,PJ Cummins,M Prasidh Krishna,AD Russell",51
Sharjah Cricket Stadium,1,Chennai Super Kings,Delhi Capitals,"SM Curran,F du Plessis,SR Watson","TU Deshpande,K Rabada,AR Patel,A Nortje",39
Sharjah Cricket Stadium,2,Delhi Capitals,Chennai Super Kings,"PP Shaw,AM Rahane,S Dhawan,SS Iyer","DL Chahar,SM Curran,SN Thakur",41
Dubai International Cricket Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,"RV Uthappa,BA Stokes,SV Samson","Washington Sundar,CH Morris,I Udana,NA Saini",52
Dubai International Cricket Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,"D Padikkal,AJ Finch,V Kohli","JC Archer,S Gopal,Kartik Tyagi,JD Unadkat",47
Sheikh Zayed Stadium,1,Kolkata Knight Riders,Sunrisers Hyderabad,"Shubman Gill,RA Tripathi","Sandeep Sharma,Basil Thampi,T Natarajan",48
Sheikh Zayed Stadium,2,Sunrisers Hyderabad,Kolkata Knight Riders,"JM Bairstow,KS Williamson","PJ Cummins,Shivam Mavi,CV Varun,AD Russell",58
Dubai International Cricket Stadium,1,Mumbai Indians,Kings XI Punjab,"RG Sharma,Q de Kock,SA Yadav,Ishan Kishan,KH Pandya","GJ Maxwell,Mohammed Shami,Arshdeep Singh",43
Dubai International Cricket Stadium,2,Kings XI Punjab,Mumbai Indians,"KL Rahul,MA Agarwal,CH Gayle","TA Boult,KH Pandya,JJ Bumrah,NM Coulter-Nile",51
Sheikh Zayed Stadium,1,Chennai Super Kings,Rajasthan Royals,"SM Curran,F du Plessis,SR Watson,AT Rayudu","JC Archer,AS Rajpoot,Kartik Tyagi,BA Stokes",43
Sheikh Zayed Stadium,2,Rajasthan Royals,Chennai Super Kings,"BA Stokes,RV Uthappa,SPD Smith,SV Samson,JC Buttler","DL Chahar,JR Hazlewood",31
Dubai International Cricket Stadium,1,Delhi Capitals,Kings XI Punjab,"PP Shaw,S Dhawan,SS Iyer","GJ Maxwell,Mohammed Shami,Arshdeep Singh,JDS Neesham",53
Dubai International Cricket Stadium,2,Kings XI Punjab,Delhi Capitals,"KL Rahul,MA Agarwal,CH Gayle,N Pooran","DR Sams,K Rabada,AR Patel,TU Deshpande,R Ashwin",57
Sheikh Zayed Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,"Shubman Gill,RA Tripathi,N Rana,T Banton,KD Karthik,EJG Morgan","CH Morris,Mohammed Siraj,NA Saini",17
Sheikh Zayed Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,"D Padikkal,AJ Finch","PJ Cummins,M Prasidh Krishna,CV Varun",44
Dubai International Cricket Stadium,1,Rajasthan Royals,Sunrisers Hyderabad,"RV Uthappa,BA Stokes,SV Samson","Sandeep Sharma,JO Holder,V Shankar",47
Dubai International Cricket Stadium,2,Sunrisers Hyderabad,Rajasthan Royals,"DA Warner,MK Pandey,JM Bairstow,V Shankar","JC Archer,AS Rajpoot,Kartik Tyagi,BA Stokes",58
Sharjah Cricket Stadium,1,Chennai Super Kings,Mumbai Indians,"RD Gaikwad,AT Rayudu,F du Plessis,N Jagadeesan,MS Dhoni,RA Jadeja,SM Curran","TA Boult,JJ Bumrah,KH Pandya",24
Sharjah Cricket Stadium,2,Mumbai Indians,Chennai Super Kings,"Q de Kock,Ishan Kishan","DL Chahar,JR Hazlewood,Imran Tahir",52
Sheikh Zayed Stadium,1,Kolkata Knight Riders,Delhi Capitals,"Shubman Gill,N Rana,RA Tripathi,KD Karthik","TU Deshpande,A Nortje,K Rabada,AR Patel",36
Sheikh Zayed Stadium,2,Delhi Capitals,Kolkata Knight Riders,"AM Rahane,SS Iyer,S Dhawan,RR Pant","PJ Cummins,M Prasidh Krishna,KL Nagarkoti",36
Dubai International Cricket Stadium,1,Kings XI Punjab,Sunrisers Hyderabad,"KL Rahul,Mandeep Singh,CH Gayle","Sandeep Sharma,KK Ahmed,JO Holder",47
Dubai International Cricket Stadium,2,Sunrisers Hyderabad,Kings XI Punjab,"DA Warner,JM Bairstow","Mohammed Shami,Arshdeep Singh,M Ashwin",52
